,PLR_ID,PLR_NAME,BZR_ID,BZR_NAME,PGR_ID,PGR_NAME,BEZ,FINHALT,STAND,geometry
2,02500831,Wismarplatz,025008,Frankfurter Allee Süd FK,0250,Friedrichshain Ost,02,248991.830677309,01.01.2021,"POLYGON ((396010.552 5819339.57, 395991.806 5819343.295, 395974.424 5819346.595, 395963.393 5819348.688, 395949.598 5819351.306, 395939.015 5819353.315, 395925.342 5819355.91, 395903.771 5819360, 395887.251 5819363.074, 395874.289 5819365.55, 395861.327 5819367.986, 395844.309 5819371.2, 395824.751 5819374.881, 395805.998 5819378.433, 395786.034 5819382.209, 395744.71 5819390.027, 395728.233 5819393.144, 395727.25 5819390.925, 395722.623 5819380.475, 395714.992 5819363.244, 395713.399 5819359.646, 395712.571 5819357.777, 395705.58 5819341.41, 395705.147 5819340.422, 395702.651 5819334.736, 395701.696 5819332.562, 395697.521 5819323.049, 395694.301 5819315.715, 395692.957 5819312.652, 395689.893 5819305.671, 395687.549 5819300.332, 395686.613 5819298.198, 395682.56 5819288.965, 395675.317 5819272.474, 395671.654 5819264.161, 395670.451 5819261.432, 395661.489 5819241.088, 395660.784 5819239.487, 395651.17 5819218.336, 395650.549 5819216.918, 395642.16 5819197.604, 395639.526 5819191.536, 395638.584 5819189.366, 395635.485 5819182.234, 395632.649 5819175.808, 395631.686 5819173.624, 395628.598 5819166.625, 395628.326 5819166.004, 395627.335 5819163.745, 395621.772 5819151.055, 395616.305 5819138.855, 395615.272 5819136.551, 395607.855 5819119.998, 395607.07 5819118.247, 395599.439 5819096.125, 395601.204 5819094.843, 395626.552 5819076.436, 395627.722 5819075.586, 395629.909 5819074, 395656.132 5819054.97, 395677.209 5819039.674, 395682.115 5819036.131, 395688.477 5819024.75, 395700.261 5819003.834, 395723.368 5818962.685, 395738.822 5818935.037, 395741.756 5818929.788, 395745.435 5818923.208, 395751.593 5818912.191, 395763.32 5818891.258, 395767.751 5818883.367, 395768.863 5818881.386, 395776.783 5818867.278, 395782.235 5818858.294, 395789.515 5818848.943, 395803.194 5818831.24, 395824.022 5818805.471, 395832.697 5818794.51, 395859.689 5818760.421, 395875.902 5818739.953, 395879.929 5818734.87, 395896.564 5818713.866, 395911.297 5818695.66, 395924.073 5818715.784, 395953.84 5818763.083, 395960.645 5818773.892, 395988.969 5818818.889, 396000.028 5818834.101, 396032.74 5818885.647, 396049.784 5818912.581, 396082.395 5818964.077, 396092.577 5818979.449, 396122.46 5819027.016, 396132.533 5819043.222, 396151.125 5819072.403, 396164.423 5819093.541, 396179.641 5819117.915, 396180.286 5819118.991, 396189.193 5819139.986, 396195.332 5819163.52, 396200.252 5819182.074, 396206.725 5819206.689, 396213.184 5819231.209, 396219.58 5819255.426, 396230.956 5819298.042, 396209.089 5819301.862, 396205.766 5819302.516, 396155.636 5819312.365, 396135.89 5819315.348, 396117.439 5819318.908, 396098.451 5819322.579, 396079.552 5819326.228, 396060.653 5819329.888, 396021.567 5819337.442, 396010.552 5819339.57))"
15,02300315,Lausitzer Platz,023003,Nördliche Luisenstadt,0230,Kreuzberg Ost,02,350912.758939174,01.01.2021,"POLYGON ((393565.472 5817715.26, 393622.143 5817727.973, 393649.717 5817733.802, 393656.732 5817735.334, 393673.339 5817738.964, 393679.915 5817740.401, 393686.593 5817741.86, 393697.134 5817744.163, 393704.326 5817745.735, 393719.647 5817748.966, 393721.849 5817749.43, 393722.846 5817749.641, 393723.255 5817749.728, 393726.014 5817750.309, 393742.118 5817753.707, 393742.908 5817753.878, 393745.305 5817754.395, 393755.341 5817756.565, 393758.069 5817757.155, 393768.815 5817759.478, 393782.57 5817762.446, 393796.386 5817765.433, 393806.999 5817767.726, 393821.949 5817770.957, 393831.812 5817773.093, 393834.373 5817773.648, 393834.891 5817773.76, 393837.925 5817774.415, 393840.566 5817774.985, 393847.743 5817776.535, 393857.518 5817778.652, 393859.94 5817779.177, 393860.996 5817779.403, 393868.307 5817780.983, 393873.497 5817782.105, 393878.953 5817783.29, 393885.53 5817784.719, 393888.59 5817785.384, 393895.852 5817786.961, 393899.271 5817787.704, 393912.191 5817790.399, 393922.445 5817792.696, 393924.561 5817793.17, 393925.055 5817793.283, 393951.717 5817799.054, 393953.156 5817799.365, 393914.335 5817844.773, 393915.24 5817849.235, 393833.655 5817906.942, 393806.354 5817926.259, 393776.528 5817947.355, 393761.162 5817958.17, 393747.066 5817968.074, 393734.649 5817976.801, 393728.586 5817981.061, 393725.307 5817983.279, 393706.792 5817996.376, 393689.681 5818008.369, 393684.764 5818011.671, 393684.155 5818012.246, 393672.401 5818020.419, 393662.118 5818027.694, 393640.042 5818043.314, 393630.135 5818050.323, 393614.193 5818061.604, 393598.916 5818072.246, 393576.053 5818088.373, 393550.737 5818106.228, 393528.28 5818122.067, 393509.647 5818135.335, 393482.403 5818154.481, 393467.001 5818165.313, 393459.389 5818170.665, 393455.436 5818173.443, 393439.244 5818184.82, 393423.894 5818195.78, 393407.755 5818207.382, 393392.105 5818218.633, 393379.231 5818227.889, 393367.85 5818235.813, 393354.923 5818244.828, 393335.996 5818258.027, 393323.789 5818266.534, 393314.144 5818273.256, 393303.075 5818280.972, 393292.207 5818288.547, 393287.2 5818292.037, 393275.643 5818300.092, 393253.07 5818315.816, 393242.998 5818322.826, 393224.843 5818335.463, 393222.939 5818331.122, 393220.187 5818324.854, 393215.624 5818314.456, 393210.79 5818303.443, 393205.145 5818290.578, 393199.182 5818276.992, 393191.431 5818259.332, 393189.584 5818255.124, 393183.877 5818242.119, 393178.168 5818229.11, 393173.262 5818217.932, 393165.667 5818200.628, 393156.648 5818180.045, 393148.998 5818162.703, 393143.917 5818151.175, 393141.931 5818146.668, 393139.569 5818141.309, 393138.613 5818139.14, 393138.071 5818137.912, 393137.315 5818136.197, 393136.283 5818133.854, 393131.11 5818122.118, 393130.489 5818120.706, 393129.817 5818119.177, 393128.736 5818116.718, 393125.716 5818109.88, 393119.648 5818096.119, 393111.525 5818077.695, 393103.9 5818060.397, 393100.176 5818051.951, 393093.198 5818035.434, 393092.846 5818034.602, 393091.94 5818032.779, 393090.964 5818030.993, 393089.919 5818029.246, 393088.807 5818027.541, 393087.63 5818025.881, 393086.853 5818024.905, 393086.051 5818023.948, 393085.226 5818023.012, 393084.758 5818022.567, 393083.831 5818021.568, 393082.183 5818019.892, 393080.646 5818018.533, 393079.054 5818017.238, 393077.41 5818016.011, 393075.717 5818014.852, 393074.797 5818014.271, 393072.955 5818013.183, 393071.09 5818012.15, 393069.182 5818011.199, 393067.236 5818010.33, 393065.253 5818009.545, 393063.239 5818008.847, 393061.251 5818008.279, 393059.24 5818007.795, 393057.212 5818007.395, 393055.168 5818007.079, 393054.341 5818006.973, 393052.681 5818006.803, 393051.84 5818006.724, 393049.851 5818006.63, 393047.859 5818006.616, 393045.869 5818006.682, 393043.883 5818006.827, 393042.25 5818007.007, 393040.624 5818007.241, 393039.006 5818007.528, 393037.522 5818007.846, 393030.895 5817992.734, 393019.654 5817967.119, 393017.548 5817962.32, 393009.176 5817943.261, 393003.095 5817929.387, 392998.556 5817919.035, 392992.413 5817905.163, 392992.05 5817904.343, 392991.069 5817902.122, 392986.332 5817891.4, 392981.755 5817881.048, 392986.448 5817868.272, 392990.215 5817858.015, 392994.398 5817846.63, 392997.261 5817838.837, 392988.973 5817822.096, 392978.173 5817817.862, 392967.102 5817813.523, 392956.101 5817809.202, 392949.079 5817806.456, 392943.583 5817794.012, 392942.058 5817790.56, 392941.747 5817789.854, 392938.149 5817781.706, 392934.501 5817773.42, 392931.789 5817767.284, 392926.209 5817754.673, 392925.751 5817753.639, 392921.423 5817743.856, 392921.099 5817743.125, 392920.532 5817741.845, 392916.54 5817704.354, 392926.85 5817704.311, 392930.707 5817704.295, 392944.855 5817704.226, 392959.862 5817704.16, 392969.351 5817704.112, 392979.299 5817704.06, 392987.997 5817704.022, 392994.386 5817703.993, 393010.963 5817703.908, 393027.711 5817703.85, 393068.103 5817703.611, 393086.695 5817704.244, 393087.614 5817704.274, 393089.886 5817704.352, 393108.655 5817704.99, 393118.874 5817699.326, 393121.39 5817697.931, 393122.142 5817697.514, 393138.908 5817688.214, 393140.398 5817687.388, 393141.321 5817686.872, 393150.268 5817681.884, 393156.007 5817678.685, 393156.777 5817678.173, 393168.339 5817671.807, 393181.241 5817664.603, 393189.049 5817678.703, 393201.967 5817702.044, 393202.417 5817702.857, 393203.306 5817702.966, 393226.172 5817705.768, 393290.857 5817713.697, 393322.349 5817715.8, 393337.534 5817716.832, 393351.395 5817717.778, 393356.684 5817718.169, 393358.845 5817718.329, 393365.486 5817718.821, 393374.381 5817719.337, 393376.892 5817719.482, 393385.459 5817719.979, 393392.057 5817720.315, 393399.728 5817720.971, 393406.098 5817721.436, 393414.582 5817722.082, 393414.427 5817724.327, 393417.684 5817724.113, 393420.859 5817723.416, 393423.038 5817722.246, 393422.15 5817720.038, 393425.159 5817717.841, 393427.118 5817716.409, 393430.618 5817713.854, 393446.297 5817703.235, 393452.485 5817699.009, 393460.673453 5817693.427584, 393461.505449 5817693.243898, 393476.227 5817696.136, 393478.769 5817696.636, 393479.501 5817696.781, 393498.018 5817700.426, 393500.022 5817700.82, 393514.672 5817704.017, 393529.352 5817707.218, 393565.472 5817715.26))"
20,02500832,Traveplatz,025008,Frankfurter Allee Süd FK,0250,Friedrichshain Ost,02,369572.692539756,01.01.2021,"POLYGON ((396230.956 5819298.042, 396219.58 5819255.426, 396213.184 5819231.209, 396206.725 5819206.689, 396200.252 5819182.074, 396195.332 5819163.52, 396189.193 5819139.986, 396180.286 5819118.991, 396179.641 5819117.915, 396164.423 5819093.541, 396151.125 5819072.403, 396132.533 5819043.222, 396122.46 5819027.016, 396092.577 5818979.449, 396082.395 5818964.077, 396049.784 5818912.581, 396032.74 5818885.647, 396000.028 5818834.101, 395988.969 5818818.889, 395960.645 5818773.892, 395953.84 5818763.083, 395924.073 5818715.784, 395911.297 5818695.66, 395936.792 5818663.567, 395948.029 5818649.422, 395959.278 5818635.261, 395970.528 5818621.099, 395981.943 5818606.723, 396012.027 5818568.836, 396053.665 5818517.215, 396060.597 5818512.216, 396082.974 5818495.93, 396098.783 5818484.522, 396109.943336 5818476.467315, 396125.549 5818465.352, 396140.553 5818454.523, 396160.828 5818439.892, 396183.437 5818410.228, 396199.09 5818382.282, 396208.474 5818365.526, 396210.66 5818361.635, 396216.187 5818352.039, 396233.117 5818321.612, 396236.368 5818326.914, 396243.723 5818338.927, 396246.945 5818344.19, 396247.425 5818344.792, 396247.89 5818345.571, 396255.489 5818358.308, 396258.088 5818363.511, 396274.315 5818387.662, 396281.362 5818395.777, 396308.016 5818426.47, 396309.872 5818428.456, 396317.368 5818434.975, 396341.125 5818455.638, 396341.567 5818459.105, 396342.483 5818466.295, 396347.686 5818470.172, 396345.504 5818479.529, 396346.987 5818487.424, 396349.724 5818494.136, 396358.651 5818499.356, 396387.14 5818516.014, 396389.731 5818517.432, 396370.926 5818536.455, 396366.991 5818540.435, 396420.149 5818628.877, 396419.267 5818637.372, 396428.046 5818633.007, 396429.54 5818635.533, 396434.452 5818643.836, 396425.835 5818647.741, 396427.445 5818648.028, 396429.979 5818648.48, 396463.819 5818704.175, 396477.608 5818726.643, 396532.557 5818815.966, 396561.774 5818884.701, 396576.452 5818889.137, 396584.59 5818894.376, 396591.946 5818904.508, 396591.86 5818905.22, 396583.716 5818972.682, 396579.166 5819010.374, 396577.33 5819025.58, 396576.002 5819036.58, 396570.218 5819084.496, 396573.676 5819085.052, 396572.884 5819091.068, 396570.684 5819091.446, 396566.869 5819092.1, 396563.456 5819126.707, 396562.896 5819131.364, 396557.286 5819177.938, 396555.036 5819196.628, 396548.323 5819197.938, 396542.735 5819238.518, 396523.986 5819242.419, 396523.367 5819242.548, 396519.216 5819243.412, 396502.737 5819246.575, 396486.319 5819249.717, 396428.405 5819260.808, 396410.402 5819264.26, 396391.546 5819268.039, 396368.005 5819272.633, 396348.03 5819276.401, 396327.468 5819280.279, 396326.114 5819280.53, 396301.833 5819285.04, 396280.111 5819289.086, 396230.956 5819298.042))"
22,02100104,Moritzplatz,021001,Südliche  Friedrichstadt,0210,Kreuzberg Nord,02,380552.816915143,01.01.2021,"POLYGON ((391710.821 5818713.293, 391709.137 5818711.455, 391693.463 5818694.375, 391682.07 5818683.132, 391656.348 5818657.684, 391633.292 5818635.724, 391611.278 5818615.985, 391584.324 5818591.96, 391583.021 5818590.784, 391581.109 5818589.091, 391565.129 5818574.806, 391560.846 5818570.968, 391559.322 5818569.523, 391557.878 5818568, 391556.433 5818566.477, 391555.071 5818564.878, 391548.254 5818556.079, 391544.995 5818551.921, 391521.359596 5818521.521389, 391521.434568 5818521.485132, 391524.886 5818519.816, 391534.636 5818515.151, 391545.976 5818509.701, 391548.535 5818508.471, 391556.249 5818504.764, 391557.944 5818503.95, 391620.227 5818474.016, 391623.842 5818472.307, 391626.738 5818470.936, 391744.478 5818415.198, 391687.763 5818313.735, 391680.705 5818301.109, 391646.502 5818239.926, 391635.561 5818220.356, 391636.72 5818219.77, 391652.348 5818211.877, 391675.699 5818199.964, 391821.473 5818125.618, 391992.855 5818038.125, 392007.225 5818030.802, 392027.317 5818020.501, 392099.035 5817983.91, 392124.773 5817970.781, 392168.476 5817948.492, 392185.183 5817940.025, 392222.738 5817920.866, 392275.985 5817893.702, 392289.426 5817886.849, 392303.879 5817879.473, 392322.99 5817869.721, 392329.704 5817866.294, 392339.236859 5817886.540157, 392353.495 5817916.822, 392380.724 5817975.586, 392375.441 5817982.185, 392383.843 5817999.551, 392383.951 5817999.779, 392389.891 5818012.903, 392392.376 5818018.396, 392396.312 5818027.092, 392392.026 5818029.233, 392377.525 5818036.478, 392368.143 5818041.166, 392381.399 5818071.445, 392381.918 5818072.633, 392383.253 5818075.682, 392394.585 5818101.566, 392396.212 5818105.284, 392404.625 5818121.469, 392405.393 5818123.096, 392407.155 5818126.819, 392410.502 5818133.896, 392411.416 5818135.829, 392414.67 5818142.707, 392418.355 5818150.499, 392419.264 5818152.421, 392422.805 5818159.907, 392426.695 5818168.134, 392427.82 5818170.511, 392431.63 5818178.567, 392426.411 5818199.064, 392424.256 5818207.514, 392423.637 5818209.942, 392421.408 5818218.23, 392416.743 5818237.495, 392413.494 5818249.749, 392407.34 5818275.56, 392396.432 5818319.17, 392393.861 5818354, 392387.746 5818342.688, 392379.746 5818327.817, 392373.616 5818316.506, 392364.74 5818299.689, 392355.808 5818283.27, 392335.581 5818294.894, 392319.706 5818304.025, 392307.985 5818310.763, 392303.95 5818313.084, 392303.338 5818313.436, 392301.445 5818314.525, 392291.171 5818320.436, 392285.142 5818323.903, 392282.4 5818325.48, 392278.332 5818327.82, 392277.869 5818328.086, 392275.633 5818329.371, 392265.484 5818335.204, 392258.645 5818339.138, 392256.53 5818340.354, 392249.807 5818344.221, 392204.081 5818370.519, 392197.804 5818374.233, 392188.787 5818379.568, 392184.7 5818381.987, 392177.346 5818398.776, 392176.631 5818400.408, 392149.971 5818461.26, 392135.605 5818494.011, 392108.541 5818555.711, 392096.447 5818583.278, 392084.477 5818610.574, 392048.985 5818589.291, 392033.783 5818580.181, 392016.77 5818569.985, 391960.028 5818535.977, 391957.918 5818534.71, 391955.449 5818533.227, 391950.896 5818530.561, 391940.858 5818541.899, 391938.317 5818544.77, 391938.684 5818546.732, 391909.011 5818585.334, 391906.697 5818583.558, 391888.311 5818607.836, 391856.561 5818649.766, 391843.953 5818666.654, 391825.049 5818690.512, 391810.482 5818708.998, 391802.541 5818718.938, 391781.808 5818744.97, 391775.415 5818753.161, 391773.032 5818756.166, 391770.414 5818759.486, 391769.615 5818760.501, 391768.563 5818759.774, 391724.616 5818729.389, 391721.002 5818725.478, 391710.821 5818713.293))"
105,02500726,Hausburgviertel,025007,Frankfurter Allee Nord,0250,Friedrichshain Ost,02,309450.362961012,01.01.2021,"POLYGON ((394655.527 5820722.533, 394669.046 5820691.408, 394673.664 5820679.888, 394694.711 5820627.39, 394696.04 5820624.073, 394701.121 5820611.161, 394702.501 5820607.654, 394712.189 5820582.364, 394718.335 5820566.785, 394720.088 5820562.303, 394721.042 5820559.864, 394724.261 5820551.181, 394743.794 5820501.504, 394749.116 5820487.974, 394755.94 5820470.512, 394760.945 5820457.659, 394766.465 5820443.592, 394773.026 5820426.87, 394779.575 5820410.108, 394786.103 5820393.4, 394792.66 5820376.642, 394799.216 5820359.883, 394805.777 5820343.115, 394812.333 5820326.357, 394818.921 5820309.611, 394825.514 5820292.679, 394836.141 5820265.843, 394851.022 5820243.327, 394884.818 5820157.036, 394888.924 5820146.55, 394920.575 5820065.731, 394925.316 5820053.621, 394926.803 5820034.034, 394935.188 5820012.716, 394941.068 5819997.768, 394946.812 5819983.165, 394952.6 5819968.452, 394957.784 5819955.272, 394958.556 5819953.245, 394964.277 5819938.21, 394970.093 5819923.321, 394976.103 5819908.31, 394982.015 5819893.543, 394996.756 5819856.727, 395035.741 5819910.365, 395037.357 5819909.626, 395061.721 5819918.886, 395088.798 5819915.978, 395098.589 5819936.576, 395103.405 5819946.709, 395106.246 5819952.688, 395107.108 5819954.499, 395115.421 5819972.559, 395124.372 5819991.447, 395130.047 5820003.421, 395132.144 5820007.847, 395139.804 5820024.126, 395156.664 5820059.954, 395163.875 5820075.219, 395171.116 5820090.551, 395179.469 5820108.237, 395184.491 5820118.871, 395194.255 5820139.456, 395203.601 5820159.247, 395230.544 5820216.319, 395235.921 5820227.715, 395238.036 5820232.205, 395255.8 5820269.833, 395231.876 5820281.087, 395228.606 5820289.469, 395223.251 5820303.202, 395219.854 5820311.913, 395204.533 5820351.201, 395175.12 5820426.614, 395169.806 5820440.238, 395161.525 5820461.479, 395157.893 5820470.808, 395157.365 5820472.163, 395154.38 5820479.82, 395126.154 5820552.184, 395104.537 5820607.609, 395094.717 5820632.79, 395072.821 5820688.946, 395064.832 5820709.436, 395043.752 5820763.493, 395040.463 5820771.934, 395017.333 5820831.229, 395017.152 5820831.692, 395014.216 5820839.218, 394999.002 5820869.533, 394980.535 5820863.509, 394946.508 5820851.933, 394926.708 5820845.197, 394903.548 5820837.318, 394902.46 5820836.948, 394885.424 5820829.031, 394883.026 5820827.917, 394867.153 5820820.546, 394853.889 5820814.391, 394846.29 5820810.867, 394843.947 5820809.782, 394836.637 5820806.4, 394827.462 5820802.16, 394824.975 5820801.011, 394815.856 5820796.796, 394804.174 5820791.389, 394757.396 5820769.721, 394754.189 5820768.235, 394707.208 5820746.468, 394655.527 5820722.533))"
112,02500835,Stralauer Kiez,025008,Frankfurter Allee Süd FK,0250,Friedrichshain Ost,02,1355179.8402491,01.01.2021,"POLYGON ((396233.117 5818321.612, 396216.187 5818352.039, 396210.66 5818361.635, 396208.474 5818365.526, 396195.786 5818344.52, 396185.177 5818329.293, 396183.687 5818327.151, 396172.237 5818315.58, 396158.891 5818302.056, 396158.342 5818301.546, 396141.958 5818290.729, 396124.836 5818279.505, 396114.388 5818273.295, 396099.886 5818264.661, 396079.049 5818255.779, 396072.234 5818252.869, 396064.839 5818249.969, 396054.181 5818245.773, 396035.029 5818238.228, 396030.801 5818237.26, 396021.23 5818235.07, 396010.099 5818232.312, 395937.804 5818225.918, 395905.362 5818237.254, 395879.49 5818246.466, 395849.942 5818256.927, 395842.791 5818259.492, 395836.852 5818261.595, 395779.066 5818273.113, 395746.732 5818279.588, 395736.013 5818281.682, 395692.285 5818308.401, 395688.385 5818296.306, 395675.353 5818298.724, 395650.285 5818303.279, 395643.456 5818304.52, 395611.583 5818310.526, 395606.004 5818311.582, 395598.531 5818313.014, 395599.403 5818315.747, 395563.587 5818327.327, 395561.277 5818319.982, 395543.29 5818323.333, 395532.283 5818325.383, 395529.618 5818326.193, 395524.251 5818327.855, 395516.49 5818328.293, 395510.899 5818329.289, 395508.069 5818329.793, 395479.08 5818334.974, 395441.551 5818341.657, 395433.685 5818341.837, 395397.647 5818353.331, 395397.038 5818351.303, 395369.608 5818360.074, 395368.013 5818355.105, 395345.084 5818362.4, 395341.74 5818365.874, 395340.556 5818368.276, 395344.604 5818379.758, 395344.849 5818384.723, 395367.9 5818447.982, 395374.842 5818467.025, 395356.875 5818473.456, 395339.863 5818425.914, 395315.241 5818433.612, 395311.03 5818420.393, 395197.092 5818456.237, 395198.521 5818460.899, 395109.116 5818489.057, 395089.474 5818495.241, 395089.422 5818495.086, 395011.001 5818519.951, 395011.075 5818520.18, 395010.728 5818520.326, 395010.381 5818520.463, 395010.605 5818521.228, 395011.471 5818520.982, 395012.353 5818523.735, 394993.894 5818529.466, 394993.753 5818529.448, 394992.904 5818526.865, 394994.276 5818526.439, 394994.042 5818525.683, 394993.147 5818525.97, 394993.062 5818525.702, 394992.794 5818525.787, 394992.559 5818525.031, 394992.808 5818524.947, 394992.549 5818523.962, 394991.635 5818524.249, 394991.71 5818524.528, 394947.946 5818538.319, 394947.851 5818538.061, 394946.937 5818538.368, 394947.012 5818538.617, 394942.619 5818540.01, 394837.375 5818578.729, 394829.435 5818581.849, 394815.857 5818587.177, 394813.963 5818587.973, 394803.335 5818562.082, 394802.743 5818560.654, 394761.338 5818460.387, 394756.151 5818446.216, 394751.81 5818435.609, 394753.703 5818431.034, 394755.885 5818430.122, 394755.138 5818428.611, 394753.38 5818425.736, 394752.375 5818424.382, 394751.292 5818423.09, 394750.133 5818421.866, 394748.903 5818420.713, 394747.606 5818419.635, 394744.744 5818417.644, 394743.532446 5818416.991254, 394735.603487 5818399.284474, 394747.030083 5818393.600579, 394743.448896 5818385.996012, 394742.289 5818383.533, 394711.756 5818321.634, 394699.289 5818296.359, 394685.414 5818268.259, 394683.539 5818264.46, 394631.75 5818161.808, 394613.085 5818124.784, 394610.343 5818119.347, 394607.82 5818114.364, 394601.688 5818102.284, 394605.588 5818100.398, 394600.396 5818089.879, 394584.478 5818068.826, 394575.506 5818057.914, 394551.784 5818029.061, 394552.62 5818028.335, 394551.536 5818027.046, 394550.431 5818025.707, 394499.937 5817966.654, 394459.439 5817915.417, 394458.459 5817914.277, 394463.772 5817910.086, 394493.06 5817885.92, 394504.614 5817876.421, 394513.003 5817869.523, 394537.923 5817851.488, 394549.044 5817843.44, 394567.778 5817831.629, 394636.777 5817792.728, 394642.276 5817789.693, 394647.571 5817786.771, 394678.67 5817769.608, 394675.284 5817765.931, 394688.077 5817761.324, 394697.181 5817753.541, 394709.719 5817742.823, 394714.698 5817748.342, 394715.325 5817749.038, 394758.715 5817724.063, 394763.83 5817719.556, 394784.037 5817701.755, 394790.674 5817695.907, 394795.465 5817691.687, 394794.157 5817690.172, 394800.965 5817684.353, 394804.885 5817675.409, 394803.329 5817661.97, 394795.822 5817653.133, 394821.647 5817633.024, 394836.146 5817650.143, 394838.515 5817652.941, 394839.114 5817652.41, 394852.626 5817657.292, 394857.319 5817658.493, 394868.676 5817658.957, 394869.026 5817659.355, 394869.446 5817659.68, 394869.92 5817659.919, 394870.431 5817660.063, 394870.959 5817660.107, 394871.487 5817660.05, 394871.994 5817659.894, 394875.331 5817658.16, 394881.058 5817659.191, 394893.485 5817650.136, 394893.804 5817645.36, 394895.45 5817642.559, 394898.264 5817639.506, 394912.787 5817623.169, 394913.445 5817622.429, 394924.234 5817610.385, 394929.317 5817604.579, 394929.57 5817604.764, 394929.45 5817605.281, 394929.439 5817605.811, 394929.538 5817606.332, 394929.742 5817606.822, 394930.044 5817607.258, 394930.429 5817607.623, 394930.881 5817607.9, 394931.35 5817608.07, 394931.843 5817608.145, 394932.341 5817608.123, 394932.825 5817608.004, 394933.277 5817607.793, 394934.611 5817606.948, 394940.537 5817600.955, 394942.978 5817600.489, 394953.35 5817589.643, 394964.428 5817579.573, 394967.393 5817564.638, 394966.734 5817562.581, 394963.761 5817560.287, 394963.048 5817556.461, 394963.761 5817555.548, 395006.204 5817501.05, 395023.781 5817502.037, 395054.828 5817503.78, 395120.442 5817481.185, 395122.593 5817487.003, 395145.549 5817479.017, 395206.748 5817457.725, 395342.414 5817410.299, 395406.353 5817387.955, 395417.736 5817383.969, 395420.039 5817383.045, 395421.971 5817382.109, 395489.186 5817336.954, 395563.901 5817286.568, 395583.586 5817273.295, 395607.523 5817264.83, 395608.493 5817264.48, 395642.246 5817251.761, 395658.322 5817245.908, 395659.803 5817245.349, 395663.722 5817249.862, 395668.772 5817255.675, 395672.168 5817253.679, 395676.887 5817250.896, 395682.045 5817247.873, 395698.741 5817234.648, 395701.332537 5817232.645176, 395703.304284 5817234.994025, 395740.120543 5817278.851514, 395741.268 5817277.825, 395741.544 5817278.15, 395741.672 5817278.037, 395745.564 5817274.484, 395749.819 5817272.113, 395750.34 5817272.723, 395750.734 5817273.436, 395751.552 5817274.41, 395756.78 5817280.64, 395756.853 5817280.768, 395761.249 5817283.735, 395763.075 5817285.68, 395764.956 5817287.814, 395768.226 5817292.071, 395771.178 5817295.345, 395786.685 5817312.588, 395805.222 5817333.044, 395823.883 5817353.667, 395836.518 5817367.645, 395842.595 5817374.379, 395844.3 5817376.226, 395858.19 5817391.541, 395858.431 5817398.945, 395858.518 5817399.824, 395858.265 5817402.818, 395857.829651 5817406.464235, 395868.999 5817418.853, 395869.233 5817419.098, 395870.152 5817420.08, 395870.201 5817420.03, 395877.714 5817428.136, 395884.435 5817435.547, 395891.125 5817442.979, 395897.678 5817450.484, 395904.083 5817458.182, 395910.242 5817466.034, 395916.342 5817473.957, 395922.462 5817481.88, 395923.898 5817483.762, 395936.057 5817499.54, 395938.093 5817502.024, 395940.1 5817504.531, 395942.078 5817507.061, 395944.028 5817509.614, 395945.947 5817512.188, 395947.837 5817514.785, 395949.696 5817517.404, 395951.526 5817520.043, 395953.079 5817522.353, 395954.617 5817524.674, 395956.138 5817527.005, 395958.184 5817530.228, 395960.202 5817533.468, 395962.193 5817536.726, 395964.154 5817540.001, 395966.088 5817543.293, 395967.992 5817546.601, 395969.868 5817549.926, 395971.716 5817553.266, 395976.669 5817562.911, 395980.154 5817570.014, 395984.926 5817580.182, 395987.948 5817587.134, 395990.343 5817592.658, 395993.278 5817600.272, 395996.808 5817609.774, 395999.139 5817616.649, 396001.861 5817625.166, 396005.975 5817639.626, 396014.536 5817672.291, 396022.796 5817702.831, 396022.776 5817702.841, 396025.771 5817714.173, 396027.328695 5817720.06125, 396040.008 5817716.722, 396044.386 5817715.569, 396047.303 5817727.492, 396051.973 5817744.902, 396059.131 5817771.643, 396059.33 5817771.599, 396066.256 5817771.418, 396077.557 5817819.888, 396079.191 5817826.906, 396086.88 5817860.017, 396089.983 5817872.817, 396090.572 5817877.495, 396101.598 5817919.951, 396114.434 5817969.193, 396115.277 5817968.817, 396121.783 5817993.36, 396123.614 5818000.255, 396125.414 5818007.12, 396127.725 5818008.766, 396130.907 5818010.995, 396131.105 5818019.801, 396131.226 5818025.138, 396132.123 5818028.932, 396133.56 5818035.018, 396136.159 5818046.021, 396136.762 5818048.6, 396164.955 5818168.233, 396172.86 5818186.391, 396180.179 5818203.18, 396203.975 5818244.633, 396229.999 5818287.534, 396238.653 5818301.998, 396238.746 5818302.156, 396241.483 5818306.744, 396235.032 5818318.216, 396233.117 5818321.612))"
